"IDكودالصيانة","رقم الشاسية","تاريخ الصيانة","عداد اسود","عداد الوان","بيان الاصلاح","المهندس","قطع الغيار المطوبة","Field1"
"23297","G446P405374","6/17/2026 12:00:00 AM","224041","53048","تم تغير اليونت الاسود","كريم","",""
"23298","W2W7520685","6/17/2026 12:00:00 AM","188011","61221","صيانه دوريه","مجدى","",""
"23299","W2S7315991","6/17/2026 12:00:00 AM","813210","113363","صيانه دوريه","مجدى","",""
"23300","RF89503105 ش","6/25/2026 12:00:00 AM","1366896","264440","تم تغير درام الاسود + وحل مشكلة البهتان","مجدى","",""
"23301","W2J7910035","6/25/2026 12:00:00 AM","223558","179498","صيانه دوريه","مجدى","",""
"23302","E173M830728","6/25/2026 12:00:00 AM","8408","19734","صيانه دوريه","مجدى","",""
"23303","W492K801510","6/14/2026 12:00:00 AM","205241","173288","صيانه دوريه","مجدى","",""
"23304","W2N7104895","6/21/2026 12:00:00 AM","454461","234565","صيانه دوريه","مجدى","",""
"23305","W916P105309","6/30/2026 12:00:00 AM","348323","","صيانة للصورة","السيد","",""
"23306","VNN6Y01436","6/21/2026 12:00:00 AM","481041","","صيانه دوريه","مجدى","",""
"23307","G075PC01247","6/22/2026 12:00:00 AM","146714","154221","تم تعبئة 650 جرام حبر اللوان اصلى","مجدى","",""
"23308","S277300955","","","","","","",""
"23309","W2J7808665","6/29/2026 12:00:00 AM","39148","169397","صيانه دوريه","مجدى","",""
"23310","W2S7315701","6/20/2026 12:00:00 AM","205257","57565","صيانه دوريه","مجدى","",""
"23311","RF88Z00172","7/1/2026 12:00:00 AM","1077616","23534","عداد تبديل الماكينة","","",""
"23312","RFC9816094","8/30/2026 12:00:00 AM","198875","123524","عداد تسليم الالة","مجدى","",""
"23313","E256C130024","7/1/2026 12:00:00 AM","100897","487895","تم تغير درام للاسود بالورشة","مصعب","2000 جنية",""
"23314","RGQ9901918","6/30/2026 12:00:00 AM","979508","58741","تم حل مشكلة كود 6600","عادل","250 زيارة",""
"23315","W2N8119608","7/1/2026 12:00:00 AM","717277","323535","تم ضبط الصورة","السيد","",""
"23316","VG38Z25684","7/1/2026 12:00:00 AM","198184","78713","تم عمل صيانة لليونت الاسود","مصعب","",""
"23317","T1129562521","7/1/2026 12:00:00 AM","426803","","صيانة دورية","كريم","",""
"23318","M5593600168","7/1/2026 12:00:00 AM","1154314","","صيانة دورية","كريم","",""
"23319","VFP7300648","7/1/2026 12:00:00 AM","258060","503416","صيانة دورية","كريم","",""
"23320","W2J6Z03384","7/1/2026 12:00:00 AM","579372","356995","صيانه دوريه","عادل","",""
"23321","W2N7811724","7/1/2026 12:00:00 AM","309405","253486","صيانه دوريه","عادل","",""
"23322","W2S6X05486","7/1/2026 12:00:00 AM","387810","207593","تم تعبئة كيس حبر الوان 750 جنية + تعريف الالة","كريم","",""
"23323","T1149260750","7/1/2026 12:00:00 AM","155934","","تم تغير البرنتر","كريم","",""
"23324","W673K601077","7/1/2026 12:00:00 AM","500644","","صيانة دورية + تحصيل 450 جنية باقى 900","شعبان","",""
"23325","W916P800051","7/1/2026 12:00:00 AM","100918","","صيانة دورية","شعبان","",""
"23326","W3059100631","7/1/2026 12:00:00 AM","212614","","صيانة دورية","شعبان","",""
"23327","W914P504940","7/1/2026 12:00:00 AM","320170","","صيانة دورية","شعبان","",""
"23328","C508P503425","7/2/2026 12:00:00 AM","40977","15097","تم تركيب ثنثور الورق","رضا","",""
"23329","VFL7811783","7/2/2026 12:00:00 AM","200417","137170","تم عمل صيانة للحبارة الاسود","رضا","",""
"23330","W3009605707","7/1/2026 12:00:00 AM","156281","","صيانه دوريه","كريم","",""
"23331","W913P405240","7/1/2026 12:00:00 AM","158872","","تم تعبئة حبر + صيانة","كريم","",""
"23332","RFH9Y24061","7/1/2026 12:00:00 AM","223789","163357","تم تغير الحصيرة + تعبئة احبار اصلى","مصعب","5000 جنية",""
"23333","M5783400607","7/30/2026 12:00:00 AM","1303807","","الالة تحتاج حصيرة بسبب كود 440","شعبان","",""
"23334","S7333700018","6/30/2026 12:00:00 AM","62387","33529","الالة تحتاج بوابة سخان + مجموعة دوبلكس + بوابة درج 2","شعبان","100 زيارة",""
"23335","J0110904079","6/30/2026 12:00:00 AM","718385","","صيانة للدرج رقم 2","شعبان","",""
"23336","M5582900752","7/3/2026 12:00:00 AM","199332","","تم تغير بانل استبدال + تغير باب الدوبلكس","شعبان","1100 جنية",""
"23337","W2W6X06214","6/30/2026 12:00:00 AM","670660","71639","تم عمل صيانة للبامب","شعبان","",""
"23338","W904P200308","6/30/2026 12:00:00 AM","144204","","تم عمل صيانة لحامل الحبر","شعبان","",""
"23339","E764K500227","6/30/2026 12:00:00 AM","279651","","تم استبدال يونت الدرام","السيد","",""
"23340","W916P105309","7/30/2026 12:00:00 AM","348332","","تم عمل صيانة لليونت","السيد","",""
"23341","RGQ9X02219","6/30/2026 12:00:00 AM","158284","99440","تم ملو حبر","عادل","",""
"23342","RFC9405737","6/29/2026 12:00:00 AM","198766","454721","ص دوريه","عادل","",""
"23343","S9143800071","6/30/2026 12:00:00 AM","134465","","تم تغير درام 500 جنية","عادل","",""
"23344","VFP7700882","6/29/2026 12:00:00 AM","587733","319808","تم تعبئة حبر + صيانة","عادل","",""
"23345","W2W7520685","6/22/2026 12:00:00 AM","190129","61230","صيانه دوريه","مجدى","",""
"23346","W2S7315991","6/22/2026 12:00:00 AM","813634","113366","صيانه دوريه","مجدى","",""
"23347","5311X206246","6/20/2026 12:00:00 AM","62575","","صيانة دورية","مجدى","",""
"23348","V1U6315815","6/20/2026 12:00:00 AM","121693","","صيانة دورية","مجدى","",""
"23349","V1U5Z13683","6/20/2026 12:00:00 AM","146465","","صيانة دورية","مجدى","",""
"23350","W2W6X06214","7/4/2026 12:00:00 AM","671019","71639","تم عمل صيانة للبامب + تغير الحبر","شعبان","",""
"23351","L7016460782","7/4/2026 12:00:00 AM","92443","","صيانه دوريه","شعبان","",""
"23352","L7026361179","7/4/2026 12:00:00 AM","103860","","صيانه دوريه","شعبان","الالة تحتاج حبر",""
"23353","K8266510466","7/4/2026 12:00:00 AM","234308","","صيانة دورية","شعبان","",""
"23354","L7086162526","7/4/2026 12:00:00 AM","342749","","صيانه دوريه","شعبان","",""
"23355","RF89301746","7/5/2026 12:00:00 AM","701064","315096","تم عمل صيانة للاسكنر","شعبان","",""
"23356","C507PA00808","7/4/2026 12:00:00 AM","42209","8707","تم عمل صيانة لليونت والليزر","عادل","350 الزيارة",""
"23358","L3684401337","7/4/2026 12:00:00 AM","269178","","تم تغير يونت الاسود استبدال","كريم","",""
"23359","M6583801637","7/5/2026 12:00:00 AM","623099","","تم تعبئة حبر الفا ربع 250 جنية","خالد","",""
"23360","K8563700734","7/4/2026 12:00:00 AM","285571","","وجود كسر فى باب الجنب","شعبان","",""
"23361","W431K900560","7/4/2026 12:00:00 AM","1270475","","الالة تحتاج درام كود 302","شعبان","",""
"23362","V8314400059","7/4/2026 12:00:00 AM","1546696","","صيانه دوريه","شعبان","",""
"23363","V7903400490","7/4/2026 12:00:00 AM","445681","","الالة تحتاج روال سخان","شعبان","",""
"23364","G074PA00391","7/4/2026 12:00:00 AM","164349","150375","صيانه لليونت الاصفر","شعبان","",""
"23365","RGU1301621","7/4/2026 12:00:00 AM","711674","","تم عمل صيانة ليونت الدرام وقلب الشفرة","رضا","",""
"23366","M5593600168","7/5/2026 12:00:00 AM","1154577","","صيانة دورية","شعبان","",""
"23367","VFP7300648","7/5/2026 12:00:00 AM","258060","503421","تم عمل برامج لضبط الصورة + صيانة للتنكات","عادل","الالة تحتاج تنك اصفر",""
"23368","W3059100631 شش","7/4/2026 12:00:00 AM","253244","","تم تغير حساس الدرج","السيد","",""
"23369","W908P700634 ش","7/4/2026 12:00:00 AM","155549","","تم عمل صيانة للالة","السيد","",""
"23370","W3038502528 ش","7/4/2026 12:00:00 AM","351143","","صيانه دوريه","السيد","",""
"23371","W3059401797 ش","7/4/2026 12:00:00 AM","262575","","تم تغير اليونت","السيد","",""
"23372","W3059100631","7/4/2026 12:00:00 AM","213016","","وجود كسر فى الشاسية مكان بوابة الخروج","شعبان","",""
"23373","W914P504940","7/4/2026 12:00:00 AM","320476","","صيانة لليونت","شعبان","",""
"23374","W2N7205191","7/4/2026 12:00:00 AM","876892","54934","تم خلع شفرات الالوان","شعبان","",""
"23375","RFH9Y24061","7/5/2026 12:00:00 AM","224058","163430","تم ضبط السخان والاسكنر وشفرة الحصيرة","عادل","",""
"23376","VDX1359576","7/5/2026 12:00:00 AM","13373","9002","تم ضبط السخان","كريم","",""
"23377","RGS1419329","7/5/2026 12:00:00 AM","500634","19505","تم عمل صيانة للحصيرة + تعبئة حبر اسود","شعبان","",""
"23378","G076P700148","7/6/2026 12:00:00 AM","148419","65716","عداد تسليم الالة","ايمن","",""
"23379","E216J300136","7/7/2026 12:00:00 AM","115538","45699","عداد تسليم الالة","شعبان","الالة مباعة فرق استبدال 11500 جنية",""
"23380","RFC9304795","7/7/2026 12:00:00 AM","211208","191535","عداد تسليم الالة","","الالة مباعة 14000 جنية دفع 6000 وباقى 8000 جنية",""
"23381","W2E7Z04420","7/8/2026 12:00:00 AM","253616","308918","تم عمل صيانة للحصيرة + اليونت الاصفر","شعبان","",""
"23382","E196M220337","7/8/2026 12:00:00 AM","759889","974088","صيانه دوريه","شعبان","",""
"23383","V9724102761","7/8/2026 12:00:00 AM","88137","154006","تم تغير درام لليونت الازرق","شعبان","500 + 250 زيارة",""
"23384","S7414700010","7/6/2026 12:00:00 AM","184749","14949","تم حل المشكلة بواسطة العميل","شعبان","",""
"23385","V2403700100","7/8/2026 12:00:00 AM","358245","161475","الالة تحتاج حصيرة بسبب قطعها","مصعب","",""
"23386","C508PC03107","7/9/2026 12:00:00 AM","125309","18808","عداد تسليم الالة","","مباع 7500 جنية",""
"23387","J0110904079","7/6/2026 12:00:00 AM","719499","","صيانه دوريه","شعبان","",""
"23388","W2N7Z18849","7/7/2026 12:00:00 AM","493250","389164","صيانة دورية","كريم","",""
"23389","V6A6603754","7/6/2026 12:00:00 AM","44290","16377","تم تعبئة زجاجة حبر","السيد","",""
"23390","RFH0634465","7/6/2026 12:00:00 AM","454798","32700","صيانة دورية + تحصيل 1000 جنية قسط","كريم","",""
"23391","G435P800134","7/7/2026 12:00:00 AM","32767","15343","صيانة دورية","كريم","",""
"23392","V2294203432","7/7/2026 12:00:00 AM","42409","65198","الالة تحتاج شفرة حصيرة","كريم","",""
"23393","L7017261481","7/7/2026 12:00:00 AM","251495","","صيانة دورية","كريم","تحصيل الايجار",""
"23394","W914PC07509","7/7/2026 12:00:00 AM","96133","","تم تركيب يد حامل حبر","كريم","400 جنية",""
"23395","RFM9X19390","7/7/2026 12:00:00 AM","114647","22782","صيانه دوريه","شعبان","",""
"23396","W794P800607","7/7/2026 12:00:00 AM","49320","9017","تم عمل صيانة لليونت الاحمر","شعبان","250 الزيارة",""
"23397","W2N7205504","7/6/2026 12:00:00 AM","532705","111540","تم تغير مجموعة العادم 1500 جنية + الزيارة 400 جنية","عادل","",""
"23398","شw3a6600521","7/6/2026 12:00:00 AM","190263","82722","تم تعبئة حبر انتجلر 400 جرام","شعبان","750 جنية",""
"23399","VNN8509475","7/6/2026 12:00:00 AM","554118","","لم يتم حل المشكلة","عادل","",""
"23400","W2N6X01506","7/6/2026 12:00:00 AM","323890","233202","صيانة دورية","عادل","",""
"23401","S7213700829","7/7/2026 12:00:00 AM","438647","48144","صيانة للحصيرة","شعبان","250 زيارة",""
"23402","G078P400586","7/6/2026 12:00:00 AM","71143","159724","صيانة دورية","شعبان","",""
"23403","W672K300070","7/9/2026 12:00:00 AM","1496799","","تم حل مشكلة اد تونر","السيد","",""
"23404","V2403700100","7/9/2026 12:00:00 AM","358263","161475","تم تغير الحصيرة","يحيي","",""
"23405","V8204501286","7/11/2026 12:00:00 AM","451591","","تم تغير روال سخان علوى","شعبان","وجود كسر فى الدوبلكس",""
"23406","V7C9321569","7/13/2026 12:00:00 AM","33045","48263","عداد تسليم الالة","","الالة مباعة 8000 جنية دفع 2000 جنية وباقى 6000 مقسمة 1000 اول كل شهر",""
"23407","RFM0X34309","7/12/2026 12:00:00 AM","305399","180924","عداد تسليم الالة","كريم","",""
"23408","W396402125","7/12/2026 12:00:00 AM","247693","88316","عداد تسليم الالة","كريم","",""
"23409","V2403700100","7/13/2026 12:00:00 AM","358393","161475","تم تغير شقرة درام اسود + تغير تنك ازرق","مصعب","",""
"23410","LHD4819251","7/11/2026 12:00:00 AM","214935","123799","تم تركيب كونتروال + الالة تحتاج فيدر","مصعب","دفع 1500 جنية وباقى 500 جنية",""
"23411","RFH9510605","7/13/2026 12:00:00 AM","269664","393101","عداد تسليم الالة","","",""
"23412","X116P400072","7/12/2026 12:00:00 AM","5866","13889","تم تعبئة حبر ازرق + صيانة","كريم","600 جنية",""
"23413","LHD5841423","7/12/2026 12:00:00 AM","366979","27022","تم تغير التاتش","شعبان","800 جنية",""
"23414","C507PB01811","7/12/2026 12:00:00 AM","23642","39335","صيانه دوريه","شعبان","",""
"23415","C508P502995","7/12/2026 12:00:00 AM","29655","48895","صيانه دوريه","شعبان","",""
"23416","E164M430062","7/12/2026 12:00:00 AM","486593","489112","صيانة دورية","شعبان","",""
"23417","W794P504109","7/12/2026 12:00:00 AM","48549","32257","صيانه دوريه","شعبان","",""
"23418","VA89701228","7/12/2026 12:00:00 AM","358545","210706","صيانه دوريه","شعبان","",""
"23419","V7915201976","7/12/2026 12:00:00 AM","1172757","","صيانة دورية","شعبان","",""
"23420","W2N7205191","7/11/2026 12:00:00 AM","879671","54934","تم عمل صيانة لمجموعة العادم","شعبان","",""
"23421","W2N7Z18849","7/11/2026 12:00:00 AM","496376","389164","تم تعلية درجة حرارة السخان","شعبان","",""
"23422","VG67303231","7/11/2026 12:00:00 AM","434198","136648","صيانة للحصيرة","شعبان","",""
"23423","RFH9817276","7/11/2026 12:00:00 AM","376200","136629","الالة تحتاج ترس عادم","شعبان","",""
"23424","V7C7307975","7/14/2026 12:00:00 AM","80403","70141","عداد تسليم الالة","مصعب","",""
"23425","W431K900560","7/13/2026 12:00:00 AM","1270590","","تم تغير درام لليونت","شعبان","تم عمل عقد صيانة بمبلغ 1500 جنية",""
"23426","RF89301746","7/13/2026 12:00:00 AM","703834","315151","تم تغير لوح زجاج الاسكنر","شعبان","تم عمل عقد صيانة بمبلغ 1500 جنية",""
"23427","M0189100752","7/14/2026 12:00:00 AM","368512","","تم عمل عقد صيانة بمبلغ 1750 جنية + تعبئة كيس حبر ايجل","شعبان","تم دفع 250 جنية اخر قسط صيانة",""
"23428","RFH9816201","7/15/2026 12:00:00 AM","199514","129026","عداد تسليم الالة","","مباع 12000 جنية",""
"23429","T1149260750","7/14/2026 12:00:00 AM","158716","","تم تحصيل الايجار + صيانة","السيد","",""
"23430","T114875192","7/14/2026 12:00:00 AM","170812","","صيانة للكارتيج","السيد","",""
"23431","W2W6X06214","7/14/2026 12:00:00 AM","676761","71639","تم عمل صيانة لمجموعة العادم والحصيرة","شعبان","",""
"23432","VFL6X02331","7/14/2026 12:00:00 AM","148184","37283","تم تعبئة حبر اللوان","عادل","",""
"23433","VFP7700882","7/14/2026 12:00:00 AM","588592","320603","تم عمل صيانة للالة وتسليم الفاتورة","عادل","",""
"23434","W542JB00610","7/14/2026 12:00:00 AM","465333","118391","تم عمل لحام باب الجنب بالورشة","شعبان","",""
"23435","RFH9Y24061","7/14/2026 12:00:00 AM","224739","164533","تم اضافة 300 جرام ديفلبر + زيارة","شعبان","750 جنية",""
"23436","E196M220302","7/14/2026 12:00:00 AM","649889","871559","تم تعبئة 2 كيس حبر شفاف اسود 750 جنية","شعبان","",""
"23437","V8204501286","7/13/2026 12:00:00 AM","452304","","تم تغير ريشة دوبلكس","شعبان","",""
"23438","E196M220337","7/13/2026 12:00:00 AM","759890","974464","تم تعبئة حبر ازرق + احمر","شعبان","",""
"23439","W513J100613","7/13/2026 12:00:00 AM","485276","204881","تم تعبئة حبر الفا ربع","شعبان","",""
"23440","RF89301746","8/29/2026 12:00:00 AM","715336","315323","صيانه للفيدر","شعبان","",""
"23441","RFC9713034","7/13/2026 12:00:00 AM","571390","198540","تم تغير شفرة حصيرة + الالة تحتاج شفرة درام","شعبان","",""
"23442","W3059100631 شش","7/8/2026 12:00:00 AM","253544","","تم تغير حساس الدرج + باب الجنب","السيد","",""
"23443","W3059401797 ش","7/8/2026 12:00:00 AM","262597","","صيانة دورية","السيد","",""
"23444","W3038502528 ش","7/8/2026 12:00:00 AM","352202","","صيانه دوريه","السيد","",""
"23445","VNN8509475","7/8/2026 12:00:00 AM","554970","","تم تغير بكر سحب","عادل","",""
"23446","W2N7205504","7/12/2026 12:00:00 AM","533898","111542","تم تغير تنك ديفلبر","عادل","1500 جنية",""
"23447","M5603300124","7/11/2026 12:00:00 AM","528840","","تم استبدال السخان بالكامل","عادل","300 زيارة",""
"23448","VQ16900137","7/15/2026 12:00:00 AM","542163","","تم تسليم حبر","كريم","",""
"23449","V4228900093","7/16/2026 12:00:00 AM","207760","","100 جرام ديفلبر + شريحة الشحن باب الجنب + ترس درام","يحيي","",""
"23450","E216J300136","7/15/2026 12:00:00 AM","161929","","تم تعريف الالة + تغير العقد","كريم","",""
"23451","W2N7Z18849","7/15/2026 12:00:00 AM","499772","389164","تم تعبئة حبر","شعبان","",""
"23452","W914P504940","7/15/2026 12:00:00 AM","321187","","تم عمل صيانة لحساس الورق","شعبان","",""
"23453","W2N7205191","7/15/2026 12:00:00 AM","881415","54934","تم تعبئة حبر اسود","شعبان","",""
"23454","W3059100631","7/15/2026 12:00:00 AM","213802","","تم تعبئة حبر اسود","شعبان","",""
"23455","W673K700453","7/15/2026 12:00:00 AM","563466","","الالة تحتاج مسطرة الدرج الاول","شعبان","",""
"23456","RGP0100892","7/15/2026 12:00:00 AM","797431","81621","تم تعبئة حبر اسود","شعبان","",""
"23457","RGT9X07354","7/15/2026 12:00:00 AM","106509","42270","صيانة دورية","شعبان","",""
"23458","VG37812573","7/15/2026 12:00:00 AM","1086482","18376","تم تعبئة حبر اسود","شعبان","",""
"23459","RGP9100066","7/15/2026 12:00:00 AM","281256","232871","تم تعبئة حبر اسود","شعبان","",""
"23460","VG37912991","7/15/2026 12:00:00 AM","334076","141824","تم تزويد 200 جرام ديفلبر + تم تعبئة حبر اسود","شعبان","",""
"23461","W2N7811611","7/15/2026 12:00:00 AM","470462","249678","تم تعبئة حبر اسود","شعبان","",""
"23462","W2J8Y20945","7/15/2026 12:00:00 AM","423118","238747","تم تعبئة حبر اسود انتجلر","شعبان","",""
"23463","W904P200308","7/15/2026 12:00:00 AM","146907","","تم حل مشكلة البهتان","شعبان","",""
"23464","W3068601188","7/15/2026 12:00:00 AM","41987","","تم حل مشكلة الحشر","السيد","250 زيارة",""
"23465","W915P206961","7/15/2026 12:00:00 AM","143056","","تم حل مشكلة علامة الحبر","السيد","",""
"23466","VFZ8X02645","7/11/2026 12:00:00 AM","1567359","","تم عمل صيانة للحصيرة","عادل","",""
"23467","VNN8509475","7/13/2026 12:00:00 AM","555819","","صيانة دورية","رضا","",""
"23468","VNN7302613 ش","7/13/2026 12:00:00 AM","624514","","تم تغير المجموعة الواقفة + صيانة","رضا","",""
"23469","W2N6X01506","7/13/2026 12:00:00 AM","324673","233257","صيانة دورية","رضا","",""
"23470","W91P600233","7/13/2026 12:00:00 AM","349984","","تم تركيب ظوفر سخان + حل مشكلة الحشر","السيد","",""
"23471","W915P206961","7/13/2026 12:00:00 AM","142672","","تم حل مشكلة علامة الحبر + تغير الدرام","السيد","",""
"23472","W796P900791","7/12/2026 12:00:00 AM","51426","39047","تم تغير الدرج + حل مشكلة كود 370","السيد","1000 جنية",""
"23473","VG38Z25684","7/14/2026 12:00:00 AM","199692","78949","تم عمل صيانة للمكنة","مصعب","",""
"23474","N492910642","7/14/2026 12:00:00 AM","401089","","تم عمل صيانة للالة","رضا","",""
"23475","C507PC05907","7/13/2026 12:00:00 AM","113567","43580","تم حل مشكلة كود 121 + الزيارة 350 جنية","رضا","الالة تحتاج يونت اسود وازرق",""
"23476","T596HB00479 ش","7/16/2026 12:00:00 AM","29104","","عداد قفل الالة","كريم","",""
"23477","T596HB00220 ش","7/16/2026 12:00:00 AM","14349","","عداد قفل الالة","كريم","",""
"23478","VNN7302613 ش","7/16/2026 12:00:00 AM","624560","","عداد قفل الالة","كريم","",""
"23479","RFC9713330","7/16/2026 12:00:00 AM","503695","90924","عداد تسليم الالة","كريم","",""
"23480","V887707614","7/16/2026 12:00:00 AM","46213","22723","عداد تسليم الالة","كريم","",""
"23481","RUZ1105115","7/16/2026 12:00:00 AM","105224","30931","عداد تسليم الالة","كريم","",""
"23482","V7C9321569","7/18/2026 12:00:00 AM","33557","48661","تم تعريف الالة","مصطفى","",""
"23483","E196M220337","7/16/2026 12:00:00 AM","759983","975689","تم حل مشكلة حشر الفيدر","شعبان","",""
"23484","W2E6Y01430","7/16/2026 12:00:00 AM","419134","148490","تم تعريف الالة والتعلم عليها","السيد","",""
"23485","W907PB01410","7/18/2026 12:00:00 AM","171217","","تم تركيب ماتور رئيسى +250 جرام ديفلبر جديد + بوابة سخان","يحيي","2000 جنية",""
"23486","VFL8Z24810","7/18/2026 12:00:00 AM","121192","65470","تم تزويد 200 جرام ديفلبر اصفر واحمر","شعبان","",""
"23487","RFC9713332","7/18/2026 12:00:00 AM","1045890","466941","صيانة لليونت الازرق","شعبان","",""
"23488","RFH9817276","7/18/2026 12:00:00 AM","377635","136659","صيانة لليونت الاسود","شعبان","",""
"23489","VG67303231","7/18/2026 12:00:00 AM","434649","136669","صيانة للاسكنر","شعبان","",""
"23490","W542JB00610","7/18/2026 12:00:00 AM","465346","118392","الالة تحتاج سخان","شعبان","",""
"23491","VLW9561885","7/18/2026 12:00:00 AM","20457","","عداد تسليم الالة","","",""
"23492","E205RA62564","7/18/2026 12:00:00 AM","92584","118078","تم حل مشكلة كود 361 + تركيب زجاجة حبر اسود","السيد","2750 جنية بالزيارة",""
"23493","RFH9510605","7/18/2026 12:00:00 AM","269668","393143","تم تسليم الالة وتعريفها","عادل","",""
"23494","C507PC05907","7/16/2026 12:00:00 AM","113604","43663","تم استبدال يونت درام اسود","عادل","1500 جنية",""
"23495","RGT0309746","7/18/2026 12:00:00 AM","475483","71670","تم عمل صيانة للحصيرة","شعبان","",""
"23496","00000000000","7/19/2026 12:00:00 AM","0","","تم شد الالة بالورشة وتركيب بوابة سخان + باب وبلكس + 2 درج + حبر + قاطع درج","يحيي","تم تسليم  سخان ريكو MP2000",""
"23497","W792P301192","7/19/2026 12:00:00 AM","74322","41409","تم تعبئة طقم حبر كامل + تغير 2 درام + 2 روال شحن + روال سخان سفلى + مجموعة خروج + صيانة عامة للالة","يحيي","حساب المكنة 5800 جنية",""
"23498","W792P600021","7/16/2026 12:00:00 AM","58854","25445","تم عمل صيانة عامة للالة","يحيي","500 جنية",""
"23499","W2N8X31196","7/18/2026 12:00:00 AM","396581","300704","تم تعبئة حبر","السيد","",""
"23500","W2N8120131","7/18/2026 12:00:00 AM","442270","36333","تم تعبئة حبر","السيد","",""
"23501","RGR9Y04856","7/18/2026 12:00:00 AM","834195","8294","تم تعبئة حبر","السيد","",""
"23502","W913P405240","7/18/2026 12:00:00 AM","161229","","صيانة دورية","السيد","",""
"23503","W431K900134","7/18/2026 12:00:00 AM","375801","","عداد تسليم الالة","يحيي","مباع 4500 جنية استبدال الة 3045",""
"23504","E235CC30103","7/15/2026 12:00:00 AM","417791","248910","عداد تسليم الالة","","",""
"23505","M5583000008","7/15/2026 12:00:00 AM","1102031","","تم تغير الكونتروال + المازر بورد","يحيي","الكونتروال القديم M5482500218",""
"23506","W492KC02634","7/19/2026 12:00:00 AM","958312","260651","صيانه دوريه","شعبان","",""
"23507","E754K650223","7/19/2026 12:00:00 AM","630291","","الالة تحتاج درام + شفرة","شعبان","",""
"23508","W512J302042","7/19/2026 12:00:00 AM","95502","20648","تم تعريف اسكنر + صيانة دورية","كريم","",""
"23509","S9234700047","7/19/2026 12:00:00 AM","150252","","صيانة دورية","عادل","",""
"23510","S9014800140","7/19/2026 12:00:00 AM","311013","","صيانه دوريه","عادل","",""
"23511","S9224700208","7/19/2026 12:00:00 AM","199938","","صيانه دوريه","عادل","",""
"23512","S9249500025","7/19/2026 12:00:00 AM","114872","","تم تغير الدرام + صيانة للسخان","عادل","",""
"23513","L7086660183","7/19/2026 12:00:00 AM","236114","","صيانة دورية","عادل","",""
"23514","W2N8930147","7/19/2026 12:00:00 AM","1360904","31591","صيانه دوريه","عادل","",""
"23515","VG37913703","7/19/2026 12:00:00 AM","84123","173389","صيانه دوريه","عادل","",""
"23516","VFL6X02331","7/19/2026 12:00:00 AM","148470","37456","صيانه دوريه","عادل","",""
"23517","C509P904198","7/19/2026 12:00:00 AM","24377","18369","تم عمل صيانة للالة + تزويد ديفلبر + تركيب زجاجة الحبر الاسود","كريم","",""
"23518","W673K700078","7/19/2026 12:00:00 AM","726763","","صيانه دوريه","شعبان","",""
"23519","RFH9510605","7/19/2026 12:00:00 AM","269671","393155","تم عمل صيانة للفيدر","عادل","",""
"23520","M5593600168","7/19/2026 12:00:00 AM","1157696","","صيانة دورية","شعبان","",""
"23521","VFP7300648","7/19/2026 12:00:00 AM","258084","503473","صيانة دورية","شعبان","",""
"23522","W493K203994","7/19/2026 12:00:00 AM","144976","59867","تم تعبئة 600 جرام حبر 3 الوان 3000 جنية + الزيارة 250 جنية","شعبان","",""
"23523","W916P104941 ش","7/19/2026 12:00:00 AM","339504","","صيانة دورية","السيد","",""
"23524","W908P700634 ش","7/19/2026 12:00:00 AM","157432","","تم عمل صيانة للالة","السيد","",""
"23526","W913PC04940","7/19/2026 12:00:00 AM","336588","","تم حل مشكلة البهتان","السيد","",""
"23527","M5582900752","7/20/2026 12:00:00 AM","923855","","تم تغير الشاسية بالكامل بتكلفة 3500 جنية","يحيي","الكونتروال القديم V7912600035",""
"23528","S7313900355","7/20/2026 12:00:00 AM","98136","30431","صيانه دوريه","شعبان","",""
"23529","W673K700078","7/20/2026 12:00:00 AM","726809","","تم تركيب درام + شفرة + دوبلكس","شعبان","",""
"23530","E754K650223","7/20/2026 12:00:00 AM","630293","","تم تغير درام + شفرة","شعبان","",""
"23531","7PBJFK10000FB","7/20/2026 12:00:00 AM","67894","","تم تغير الحبارة بالكامل","شعبان","",""
"23532","VLW7X69757","7/20/2026 12:00:00 AM","352545","","عداد تسليم الالة","وائل","",""
"23533","LEF4708204","7/20/2026 12:00:00 AM","618505","131971","عداد تسليم الالة","وائل","",""
"23534","VRJ8106625","7/20/2026 12:00:00 AM","277691","","عداد تسليم الالة","وائل","",""
"23535","W2E6Y01430","7/20/2026 12:00:00 AM","419179","148494","تم تعبئة 200 جرام حبراسود بدون حساب","ابو العباس","",""
"23536","W2W6600589","7/20/2026 12:00:00 AM","233615","72219","عداد تسليم الالة","عادل","",""
"23537","VFL7Z15596","7/20/2026 12:00:00 AM","279748","70290","عداد تسليم الالة","عادل","",""
"23538","RGT0Z15312","7/20/2026 12:00:00 AM","24165","219871","عداد تسليم الالة","عادل","",""
"23539","VFL6600220","7/20/2026 12:00:00 AM","154708","72547","عداد تسليم الالة","عادل","",""
"23540","G446P100432","7/20/2026 12:00:00 AM","72913","60902","عداد تسليم الالة","رضا","",""
"23541","W2W6X06214","7/20/2026 12:00:00 AM","678406","71639","تم تغير الدرام الاسود","شعبان","",""
"23542","W2W8Y57050","7/20/2026 12:00:00 AM","854301","211529","تم تعبئة حبر اسود","شعبان","",""
